property_type,state,lat,lon,area_m2,price_usd
House,Jalisco,20.6129,-103.464564,275.0,163328.09
APARTMENT,Puebla,18.983398,-98.288951,192.0,121207.64
House,Chiapas,19.657836,-101.184317,260.0,68492.42
House,Yucatán,21.03071,-89.618103,126.0,77467.49
House,Chiapas,19.710472,-101.222626,190.0,63223.78
House,Jalisco,20.726262,-103.468575,206.0,168596.74
House,Veracruz de Ignacio de la Llave,19.137135,-96.112946,125.0,60589.45
House,Estado de México,19.5224623443,-99.2515909641,210.0,202842.96
House,Hidalgo,20.092012,-98.741743,116.0,84087.62
House,Baja California,32.601212,-115.474838,102.0,33982.78
House,Chiapas,16.765467,-93.105786,370.0,192305.66
APARTMENT,Puebla,18.989942,-98.247486,100.0,55847.67
House,Veracruz de Ignacio de la Llave,18.898756,-96.998779,130.0,68492.42
House,Veracruz de Ignacio de la Llave,19.119549,-96.107643,232.0,125393.83
House,Distrito Federal,19.353288,-99.244721,90.0,136405.3
House,San Luis Potosí,22.1385005078,-100.9965722937,168.0,104319.23
House,Sonora,29.083198,-110.993222,162.0,57955.13
House,Puebla,19.044477,-98.328011,165.0,111331.75
House,Nuevo León,25.758372724,-100.2713531256,98.0,43213.16
House,Estado de México,19.5562275,-99.2674713,150.0,205526.01
APARTMENT,Distrito Federal,19.345528,-99.189906,60.0,46943.65
House,Puebla,19.03362,-98.203294,156.0,99577.45
House,Estado de México,19.229864,-99.597954,256.0,184446.42
House,Yucatán,21.039522,-89.563911,330.0,171271.67
House,Morelos,18.936026,-99.216217,220.0,205477.28
House,Tabasco,18.053865,-92.937809,182.0,81664.04
House,Yucatán,20.9968241,-89.5846761,164.0,62711.78
House,Yucatán,20.984423,-89.579231,162.0,47417.83
House,Distrito Federal,19.40112,-99.06707,317.0,173906.62
House,Querétaro,20.705742,-100.444016,185.0,146995.28
House,Sinaloa,24.813503,-107.371574,220.0,184446.42
APARTMENT,Morelos,18.935198,-99.232834,91.0,101182.03
APARTMENT,Quintana Roo,21.1672703,-86.8414848,120.0,163366.83
House,Morelos,18.948607,-99.243812,180.0,184446.42
House,Morelos,18.95299,-99.259592,180.0,102738.64
House,Morelos,18.8816687,-99.1632665,90.0,68245.17
House,Querétaro,20.5884382058,-100.4006266594,243.0,200208.63
House,Yucatán,20.9973786,-89.6296213,170.0,38470.25
APARTMENT,Distrito Federal,19.33923,-99.218987,83.0,147522.15
House,Chihuahua,28.631689,-106.102234,200.0,115410.76
House,Morelos,18.862602,-99.213448,210.0,141990.07
APARTMENT,Querétaro,20.59808,-100.337153,90.0,57428.26
APARTMENT,Quintana Roo,21.1789333275,-86.8123199791,75.0,34254.33
APARTMENT,Sinaloa,23.296583,-106.479973,134.0,173865.39
House,Estado de México,19.666832,-99.236992,69.0,44783.51
House,Nuevo León,25.668703,-100.405373,101.0,210795.91
APARTMENT,Estado de México,19.521015,-99.23091,130.0,171231.07
House,Sinaloa,23.286216,-106.427007,180.0,86932.69
House,Hidalgo,20.084376,-98.367993,279.0,131716.2
House,Morelos,18.850763,-98.943855,110.0,73234.21
APARTMENT,Distrito Federal,19.444723,-99.186447,70.0,41680.96
House,Distrito Federal,19.403597,-99.149771,380.0,257531.53
House,Chiapas,19.66869,-101.205173,298.0,168069.88
APARTMENT,Jalisco,20.705671,-103.396278,180.0,237145.4
House,Guerrero,16.8583631,-99.8508616,354.0,266975.89
APARTMENT,Veracruz de Ignacio de la Llave,19.1005941575,-96.1070613563,76.0,84298.37
APARTMENT,Estado de México,19.479437,-99.236561,75.0,105397.95
APARTMENT,Estado de México,19.508253,-99.254997,113.0,153686.47
House,Estado de México,19.533955,-99.228287,155.0,52159.61
APARTMENT,Distrito Federal,19.394073,-99.153915,82.0,154987.69
APARTMENT,Querétaro,20.5862687746,-100.3786790371,63.0,113302.8
House,Campeche,18.660893,-91.7663706,264.0,172852.64
House,Distrito Federal,19.361792,-99.190096,197.0,49999.47
APARTMENT,Querétaro,20.726007,-100.442642,105.0,93856.88
House,Veracruz de Ignacio de la Llave,19.570101,-96.918228,140.0,42623.36
House,Morelos,18.885313,-99.062879,97.0,50052.15
House,Puebla,18.985688,-98.230121,73.0,37670.83
APARTMENT,Distrito Federal,19.446256,-99.147767,68.0,49051.11
APARTMENT,Estado de México,19.379597,-99.293808,155.0,226551.88
House,San Luis Potosí,22.139618,-101.032422,354.0,208111.61
House,Estado de México,19.552184,-99.251489,80.0,127880.63
APARTMENT,Querétaro,20.5365909,-100.4411011,80.0,44794.13
APARTMENT,Distrito Federal,19.445032,-99.140207,133.0,59426.13
APARTMENT,Distrito Federal,19.377404,-99.193301,80.0,91411.04
APARTMENT,Guerrero,16.858816,-99.857628,185.0,157917.19
House,Sinaloa,23.231522,-106.382439,211.0,81137.18
House,Yucatán,21.006756,-89.570984,250.0,105397.95
APARTMENT,Guerrero,16.850374,-99.850166,145.0,81664.04
House,Veracruz de Ignacio de la Llave,18.141083,-94.458733,180.0,110667.85
House,Puebla,18.989918,-98.2295,299.0,231820.52
APARTMENT,Distrito Federal,19.451872,-99.173522,70.0,66911.83
House,Estado de México,19.262129,-99.602481,239.0,132769.93
APARTMENT,Distrito Federal,19.2790911,-99.2114234,72.0,40645.77
House,Querétaro,20.5887932,-100.3898881,177.0,115937.75
House,Veracruz de Ignacio de la Llave,19.11819,-96.107956,181.0,129112.49
House,Veracruz de Ignacio de la Llave,18.147928788,-94.4772926867,175.0,115937.75
House,Estado de México,19.4907003,-99.2553635,370.0,316193.86
APARTMENT,Nuevo León,25.672309,-100.374119,73.0,106110.57
House,Estado de México,19.542509,-99.218987,220.0,150156.47
House,Chiapas,19.671952,-101.175638,235.0,171231.07
House,Baja California,32.421957,-117.033513,170.0,95499.52
House,Distrito Federal,19.345431,-99.209949,200.0,228450.07
House,Nuevo León,25.660103,-100.410858,127.0,131747.44
House,Estado de México,19.564925,-99.218415,110.0,143834.1
APARTMENT,Distrito Federal,19.452665,-99.121497,75.0,34421.81
House,Hidalgo,23.634501,-102.552788,120.0,63223.78
House,Guerrero,16.850374,-99.850166,168.0,115937.75
APARTMENT,Yucatán,21.0306572,-89.5945502,7200.0,79048.46
House,Distrito Federal,19.3434226,-99.1359301,182.0,68492.42
APARTMENT,Distrito Federal###,19.4503249,-99.1351802,91.0,79029.72
House,Durango,24.0277202,-104.6531759,245.0,92201.34
APARTMENT,Estado de México,19.374843,-99.293871,120.0,59711.33
APARTMENT,San Luis Potosí,22.1352302,-101.0266343,140.0,73234.21
House,Veracruz de Ignacio de la Llave,25.577366,-103.437088,348.0,155425.12
House,Veracruz de Ignacio de la Llave,19.517859,-96.891403,300.0,142253.5
House,Querétaro,20.605692,-100.38488,290.0,208111.61
House,San Luis Potosí,22.158050728,-100.9284004569,180.0,50064.02
House,Morelos,18.847519,-99.220529,162.0,89567.02
House,Veracruz de Ignacio de la Llave,19.119549,-96.107643,190.0,94331.17
House,Distrito Federal,19.301835,-99.206377,300.0,207057.88
House,Chiapas,16.756552,-93.181732,215.0,163366.83
House,Morelos###,18.813505,-98.953514,80.0,34246.21
House,Campeche,19.8301251,-90.5349087,160.0,115937.75
House,Querétaro###,20.592563,-100.371039,271.0,179134.04
House,Hidalgo,20.044181,-99.34648,169.0,84054.87
APARTMENT,Distrito Federal,19.396893,-99.152302,80.0,85899.33
House,Jalisco,20.615292,-103.312843,230.0,131716.2
House,Yucatán,21.0315095,-89.600513,349.0,200256.11
House,Distrito Federal,19.33981,-99.216052,272.0,260798.09
House,Yucatán,21.0344135,-89.5978127,305.0,194986.21
House,Querétaro,20.607178,-100.335754,75.0,35563.37
House,Estado de México,19.470298,-99.272488,218.0,255529.44
House,Querétaro###,20.570164,-100.363823,170.0,123842.59
House,Distrito Federal,19.399741,-99.115503,100.0,57287.8
House,Distrito Federal,19.282308,-99.126869,130.0,119651.0
House,Querétaro,20.548123,-100.436245,300.0,200208.63
APARTMENT,Distrito Federal,19.396705,-99.181902,85.0,76740.25
House,Chiapas,16.766762,-93.148401,160.0,154371.39
House,Morelos,18.954132,-99.266083,94.0,55333.92
House,Nuevo León,25.696475,-100.345717,220.0,165962.42
APARTMENT,Distrito Federal,19.270165,-99.152404,80.0,131400.09
House,Guerrero,23.634501,-102.552788,100.0,50052.15
APARTMENT,Distrito Federal,19.376589,-99.153107,107.0,215482.45
APARTMENT,Estado de México,19.6494549,-99.2023662,69.0,38461.13
House,Tabasco,17.999552,-92.950018,151.0,115910.26
House,Morelos,18.910368,-99.1996,200.0,129081.88
House,Jalisco###,20.775549,-103.691269,300.0,134350.53
House,Nuevo León,25.7671943,-100.2575589,150.0,35308.31
House,Baja California,32.457415,-116.88252,102.0,61643.18
House,Querétaro,20.726007,-100.442642,200.0,121705.77
APARTMENT,Oaxaca,17.0588513685,-96.749432981,94.0,51118.0
House,Estado de México,19.550762,-99.242156,160.0,111194.84
House,Yucatán###,21.0412206815,-89.5549756587,174.0,82842.79
APARTMENT,Distrito Federal,19.373161,-99.130394,69.0,84298.37
House,Morelos,18.917542,-98.963181,210.0,118572.7
APARTMENT,Nuevo León,25.657194,-100.340521,110.0,262378.68
House,Morelos,18.94542,-99.223195,380.0,289775.66
House,Querétaro,20.6113606,-100.3288581,132.0,86953.31
House,Chiapas,16.773806,-93.096295,165.0,71126.75
APARTMENT,Nuevo León,25.651072,-100.342773,126.0,175924.99
House,Querétaro,20.631845,-100.390495,180.0,118572.7
House,Nuevo León,25.637247,-100.382774,194.0,76395.4
House,Quintana Roo,21.138567,-86.842937,185.0,97469.99
House,Guerrero,16.874741,-99.889244,300.0,98787.15
APARTMENT,Distrito Federal,19.395097,-99.150424,80.0,53158.18
APARTMENT,Distrito Federal,19.478815,-99.196831,64.0,76395.4
House,Veracruz de Ignacio de la Llave,19.554081,-96.911522,95.0,38461.13
House,Tamaulipas,22.276130897,-97.8784418106,232.0,139652.29
House,Morelos,18.9611008,-99.2684274,192.0,173906.62
APARTMENT,Distrito Federal,19.51918,-99.143403,60.0,34983.82
House,Estado de México,19.514929,-99.2542064,356.0,288721.93
House,Estado de México,19.488134,-99.230759,110.0,138934.25
House,Chiapas,19.711031,-101.245743,256.0,60603.82
House,Nuevo León,25.5883667,-100.2430415,300.0,162393.9
House,Baja California Sur,24.155968,-110.315987,204.0,135963.36
House,Chihuahua###,28.678531,-106.040439,115.0,46890.97
House,Yucatán,21.0064261,-89.6850751,90.0,60603.82
APARTMENT,Distrito Federal,23.634501,-102.552788,85.0,94835.67
House,Estado de México,19.580685,-99.047432,70.0,34254.33
House,Yucatán,20.9904342,-89.6004394,200.0,79029.72
House,Morelos,18.953518,-99.272508,300.0,147522.15
House,Nuevo León,25.686357,-100.376106,380.0,200256.11
House,Baja California,32.494759,-117.016926,92.0,51632.75
House,Jalisco,20.7540020174,-103.3824715018,290.0,152790.8
House,Estado de México,19.562864,-99.064713,90.0,52686.48
House,Querétaro,20.5285264774,-99.88301754,136.0,79048.46
APARTMENT,San Luis Potosí,22.133745,-101.016029,174.0,143868.21
APARTMENT,Distrito Federal,19.299864,-99.111133,65.0,135225.12
House,Estado de México,19.493069,-99.060346,343.0,191620.74
House,Querétaro,20.6536084,-100.3469826,176.0,110140.86
APARTMENT,Distrito Federal,19.384724,-99.145619,145.0,123813.23
House,Nuevo León,25.6866142,-100.3161126,90.0,242357.82
House,Querétaro###,20.7047931,-100.4462718,250.0,150192.08
House,Puebla,18.972588,-98.282691,202.0,150894.08
House,Querétaro,20.593385,-100.361619,100.0,115910.26
House,Puebla,19.017727,-98.316376,182.0,108559.89
House,Quintana Roo,21.139086,-86.84964,200.0,158096.93
House,Colima,19.277207,-103.734973,161.0,52633.79
House,Morelos,18.901708,-99.237779,250.0,242357.82
APARTMENT,Distrito Federal,19.368808,-99.112954,83.0,115910.26
House,Yucatán,21.0369774162,-89.6034273505,175.0,126214.05
House,Morelos,23.634501,-102.552788,13500.0,229186.2
APARTMENT,Distrito Federal,19.38342,-99.086604,88.0,100104.31
House,Morelos,18.93409,-99.254997,145.0,102738.64
House,Morelos,18.886955,-99.062244,68.0,43202.91
House,Nuevo León,25.679226,-100.344032,210.0,155425.12
APARTMENT,Distrito Federal,19.367424,-99.185753,82.0,154898.26
House,Estado de México,19.5527338,-99.2494583,200.0,92223.21
House,Yucatán,21.0634817,-89.6110378,235.0,146995.28
House,Tamaulipas,22.285725,-97.843597,218.0,118572.7
House,Querétaro,20.5230129,-100.4302641,184.0,93804.18
APARTMENT,Distrito Federal,19.440043,-99.176894,79.0,137017.34
House,Yucatán,20.9959805028,-89.6128177643,374.0,247421.7
House,Tamaulipas,22.3286560021,-97.8898514392,140.0,73778.56
House,Veracruz de Ignacio de la Llave,19.0530826,-96.0588921,200.0,108007.29
House,Morelos,18.933414,-99.194748,250.0,292900.92
House,Nuevo León,25.7385463,-100.3184093,254.0,139652.29
APARTMENT,Distrito Federal,19.41275,-99.126007,60.0,35890.24
APARTMENT,Distrito Federal,19.364891,-99.148384,78.0,150830.86
House,Estado de México,19.272732,-99.453377,126.0,68492.42
House,Estado de México,19.490576,-99.254997,350.0,210745.93
House,Querétaro,20.5535753,-100.4222725,156.0,86953.31
House,Querétaro,20.572051,-100.406716,227.0,125920.69
House,Baja California,32.457469,-116.882435,102.0,61643.18
House,Distrito Federal,19.353373,-99.1138,160.0,106127.01
House,Yucatán,21.039522,-89.563911,270.0,164947.8
House,Jalisco,20.2959587,-103.1944627,204.0,94835.67
House,Querétaro,20.379178,-99.966431,80.0,34246.21
House,Morelos,18.804409,-98.959038,130.0,47417.83
House,Guanajuato,20.5958037462,-101.186433658,195.0,94858.16
House,Tamaulipas,22.272678,-97.883728,350.0,237145.4
House,Tamaulipas,22.309216,-97.89325,109.0,45848.11
House,Morelos,18.808657,-99.203751,67.0,34254.33
House,Puebla,19.059084,-98.286095,243.0,101445.53
House,Aguascalientes,21.89658,-102.316322,245.0,78502.86
House,Estado de México,19.491798,-99.262423,150.0,168596.74
APARTMENT,Distrito Federal,19.454332,-99.200287,90.0,53832.41
House,Puebla,19.077675,-98.225566,175.0,118544.58
House,Morelos,23.634501,-102.552788,160.0,99577.45
House,Morelos,18.922282,-99.04435,70.0,46469.47
House,San Luis Potosí,22.193162,-101.005431,80.0,39514.86
House,Estado de México,19.4953683665,-99.2584598064,140.0,68508.67
House,Yucatán,21.3103259143,-89.248380661,325.0,187081.37
House,Yucatán,21.072905,-89.65963,190.0,97493.1
House,Veracruz de Ignacio de la Llave,20.9475017,-97.3631926,110.0,67860.19
House,Nuevo León,25.721457,-100.228301,190.0,88513.29
House,Estado de México,19.406092,-99.011968,177.0,80083.45
House,San Luis Potosí,22.125832,-101.035118,197.0,147557.13
House,Yucatán,21.023252,-89.614571,320.0,150192.08
House,Estado de México,19.31673,-99.581169,80.0,47944.7
House,Querétaro,20.647322,-100.479441,82.0,36248.3
House,Estado de México,19.7100885,-98.9659399,99.0,75783.82
APARTMENT,Distrito Federal,19.462951,-99.125888,208.0,131716.2
House,Tamaulipas,22.3140373,-97.8800254,178.0,51644.99
House,Tlaxcala,19.308845,-98.214439,85.0,35826.8
House,Chiapas,19.704245,-101.165592,150.0,94835.67
House,Veracruz de Ignacio de la Llave,25.525183,-103.377502,104.0,33192.48
House,Estado de México,18.831146,-99.675944,125.0,73761.07
House,Querétaro,20.558271,-100.42942,139.0,97469.99
House,Guanajuato,21.178095,-101.708252,360.0,178607.18
APARTMENT,Distrito Federal,19.403794,-99.155899,70.0,54235.15
House,Querétaro,20.543869,-100.414032,150.0,51105.88
APARTMENT,Distrito Federal,19.343424,-99.135933,84.0,115910.26
House,Veracruz de Ignacio de la Llave###,19.532236,-96.94104,180.0,79029.72
House,Jalisco,20.755376,-103.39302,120.0,71143.62
APARTMENT,Yucatán,21.008295,-89.591019,142.0,91169.23
APARTMENT,Distrito Federal,19.382649,-99.143384,65.0,44178.77
House,Tamaulipas,22.268972,-97.860939,200.0,121207.64
House,Guerrero,16.856389,-99.913115,131.0,47417.83
House,Veracruz de Ignacio de la Llave,19.1279472004,-96.1076366901,200.0,104319.23
House,Quintana Roo,21.1661723,-86.8251719,370.0,200256.11
House,Baja California,32.46906,-116.81963,86.0,52605.29
APARTMENT,Yucatán,21.0634817,-89.6110378,63.0,44794.13
APARTMENT,Baja California,23.634501,-102.552788,95.0,84313.09
House,Querétaro,20.745667,-100.455109,290.0,236091.42
House,Puebla,19.061148,-98.248372,120.0,59535.72
House,Morelos,18.969536,-99.215979,180.0,81664.04
House,Estado de México,19.300028,-99.566057,198.0,53666.55
House,Yucatán,20.999418,-89.619278,377.0,224339.55
House,Estado de México,19.663315,-99.103287,100.0,80083.45
APARTMENT,Yucatán,21.030668,-89.599258,82.0,62696.91
House,Morelos,18.743973,-99.254183,79.0,42941.43
House,Yucatán,21.037875,-89.648252,123.0,41095.45
APARTMENT,Quintana Roo,21.1495343889,-86.8515973089,79.0,80015.91
House,Morelos,18.951663,-99.218298,376.0,263432.41
APARTMENT,Distrito Federal,19.381078,-99.186714,70.0,85668.22
House,Sinaloa,24.8225157463,-107.4352383614,105.0,55847.67
House,Estado de México,19.522923,-99.241837,200.0,229240.55
House,Querétaro,20.693433,-100.446219,160.0,121178.91
House,Chihuahua,28.672886,-106.09304,250.0,63238.77
House,Guanajuato,20.9144491,-100.745235,100.0,127584.22
House,Yucatán,21.030771,-89.646347,200.0,77994.48
APARTMENT,Chiapas,16.747116,-92.651844,84.0,52686.48
House,Distrito Federal,19.3845016369,-99.0904824436,115.0,81683.41
House,Yucatán,20.99947,-89.642815,169.0,55333.92
House,Durango,24.024288,-104.615791,98.0,36090.24
House,Estado de México,19.537234,-99.025536,83.0,45447.36
House,Querétaro,20.594322,-100.365929,286.0,183875.82
House,Jalisco,20.66976,-105.204857,70.0,35299.94
House,Sinaloa,23.256596,-106.415812,190.0,55320.8
House,Sonora,27.492267,-109.958231,236.0,115910.26
APARTMENT,Distrito Federal,19.394358,-99.177444,195.0,289775.66
House,Nuevo León,25.7075214,-100.4578949,150.0,110969.16
House,Chihuahua,28.6329957,-106.0691004,274.0,173906.62
House,Morelos,18.926889,-99.218126,186.0,118544.58
House,Morelos,18.835637,-99.252857,200.0,63223.78
House,Nuevo León,25.723516,-100.393311,350.0,252895.12
House,Chiapas,19.750508,-101.181947,90.0,37934.26
APARTMENT,Puebla,19.058884,-98.260885,104.0,92201.34
APARTMENT,Distrito Federal,19.393656,-99.132304,60.0,84845.35
APARTMENT,Estado de México,19.607218,-99.194926,100.0,43202.91
House,Estado de México,19.1617587,-99.6178249,85.0,57968.87
House,Guerrero,16.7795417527,-99.798010105,275.0,316118.9
House,Yucatán,21.0411724,-89.5550539,195.0,91632.19
House,Tabasco,18.00557,-92.959735,205.0,88513.29
APARTMENT,Distrito Federal,19.441809,-99.156423,80.0,65120.49
House,Hidalgo,20.124367,-98.735725,150.0,92223.21
House,Veracruz de Ignacio de la Llave,20.9673656268,-97.3916879296,120.0,44783.51
APARTMENT,Distrito Federal,19.391819,-99.188639,84.0,71653.61
APARTMENT,Distrito Federal,19.375412,-99.144234,60.0,105372.96
House,Morelos,23.634501,-102.552788,180.0,63223.78
APARTMENT,Distrito Federal###,19.496076,-99.204251,60.0,36260.68
House,Sinaloa,24.8053549677,-107.4623677164,95.0,44794.13
House,Jalisco,20.532264,-103.484418,175.0,121178.91
House,Morelos,18.9289862,-99.1802147,100.0,47417.83
House,Yucatán,21.0284038368,-89.6530058049,81.0,39524.23
House,San Luis Potosí,22.11830417,-101.0321938992,360.0,245050.24
House,Estado de México,19.233201,-99.558519,115.0,110667.85
House,Veracruz de Ignacio de la Llave,19.570101,-96.918228,140.0,42623.36
House,Morelos,23.634501,-102.552788,360.0,278947.37
House,Veracruz de Ignacio de la Llave,25.569556,-103.383702,244.0,101158.04
House,Jalisco,20.689157,-103.366728,175.0,102763.0
APARTMENT,Jalisco,20.649012,-103.448288,88.0,82875.83
House,Distrito Federal,19.34016,-99.194081,90.0,79953.95
House,Veracruz de Ignacio de la Llave,19.089373,-96.130805,168.0,94835.67
House,Hidalgo,23.634501,-102.552788,120.0,63223.78
House,Yucatán,20.99947,-89.642815,169.0,55333.92
House,Hidalgo###,20.0519991,-98.755252,110.0,44736.84
House,Querétaro,20.631845,-100.390495,315.0,237089.17
House,Estado de México,19.31673,-99.581169,80.0,47944.7
House,Quintana Roo,21.1661723,-86.8251719,370.0,200256.11
House,Jalisco,20.660534,-103.318809,345.0,68421.05
House,Puebla,19.017727,-98.316376,182.0,108559.89
House,Yucatán,21.039522,-89.563911,181.0,97894.74
House,Guerrero,16.850374,-99.850166,168.0,115937.75
House,Estado de México,19.514929,-99.2542064,356.0,288721.93
APARTMENT,Distrito Federal,19.380937,-99.179545,98.0,197100.13
APARTMENT,Distrito Federal###,19.377404,-99.193301,80.0,91411.04
House,Puebla,19.09276402,-98.22678055,100.0,51644.99
House,Aguascalientes,21.9633957,-102.343524,146.0,41578.95
House,Nayarit,21.4581695,-104.8877876,220.0,165172.12
House,Distrito Federal,19.3176966,-99.0612554,100.0,109210.53
House,Distrito Federal,19.317653,-99.236291,350.0,176315.79
House,Veracruz de Ignacio de la Llave,19.100079,-96.121007,220.0,150000.0
House,Yucatán,21.065001,-89.6239875,155.0,71143.62
House,Baja California Sur,24.168865,-110.306996,330.0,290434.24
House,Yucatán,21.039522,-89.563911,220.0,94210.53
APARTMENT,Quintana Roo,21.15640821,-86.84881411,95.0,68508.67
House,Estado de México,19.493069,-99.060346,343.0,191620.74
House,Morelos,18.900945,-99.232574,279.0,142253.5
APARTMENT,Distrito Federal,19.302422,-99.230829,104.0,103370.88
House,Morelos,18.969294,-99.249802,198.0,136842.11
APARTMENT,Veracruz de Ignacio de la Llave,20.949051,-97.364006,300.0,194736.84
House,Tamaulipas,22.270658,-97.849037,93.0,65873.72
APARTMENT,Puebla,18.96785528,-98.28487086,127.0,176979.24
House,Sinaloa,23.20485,-106.424401,200.0,118421.05
APARTMENT,Distrito Federal,19.396018,-99.147827,70.0,183989.47
House,Chiapas,16.769737,-93.088928,106.0,52686.48
APARTMENT,Distrito Federal,19.392302,-99.154385,150.0,222924.2
APARTMENT,Quintana Roo,21.15007472,-86.83164597,165.0,121178.91
House,Jalisco,20.785506,-103.442286,98.0,52423.05
House,Puebla,19.0550344,-98.2731403,330.0,189716.32
House,Yucatán,21.039522,-89.563911,270.0,164947.8
House,Morelos,18.94542,-99.223195,380.0,289775.66
House,Puebla,19.0303511,-98.3143192,122.0,113684.21
House,Estado de México,19.6850991,-99.2113669,62.0,37943.26
House,Estado de México,19.562922,-99.254974,120.0,45789.47
House,Morelos,18.917542,-98.963181,182.0,97469.99
House,Yucatán,21.030771,-89.646347,150.0,63157.89
House,Distrito Federal,19.3434214,-99.1294848,280.0,314736.84
APARTMENT,Tamaulipas,22.217112,-97.854477,170.0,43887.84
APARTMENT,Chiapas,16.747116,-92.651844,84.0,52686.48
House,Morelos,23.634501,-102.552788,110.0,68421.05
House,Veracruz de Ignacio de la Llave,19.146434,-96.161783,91.0,42149.18
APARTMENT,Estado de México,19.5652097,-99.2646998,87.0,97368.42
House,Morelos,18.913485,-99.240456,80.0,68421.05
APARTMENT,Yucatán,21.072905,-89.65963,190.0,184210.53
APARTMENT,Distrito Federal,19.409369,-99.171906,83.0,263494.89
House,Yucatán,21.072905,-89.65963,90.0,63157.89
House,Baja California,32.425724,-117.034189,115.0,62585.3
House,Sinaloa,23.283125,-106.406723,192.0,47417.83
APARTMENT,Guerrero,16.86656582,-99.88082886,108.0,51578.95
House,Querétaro,20.570164,-100.363823,135.0,78521.47
House,Chihuahua,28.631943,-106.117668,170.0,81578.95
APARTMENT,Guerrero,23.634501,-102.552788,180.0,105263.16
APARTMENT,Distrito Federal,19.366901,-99.297272,65.0,109387.67
House,Estado de México,19.650003,-99.220367,245.0,100000.0
House,Querétaro,20.5535753,-100.4222725,156.0,86953.31
House,Puebla,19.02038,-98.207626,380.0,205263.16
House,Morelos,18.813505,-98.953514,140.0,63157.89
House,Chiapas,16.756552,-93.181732,215.0,163366.83
House,Estado de México,19.696592,-99.231445,87.0,152000.5
APARTMENT,Yucatán,21.008295,-89.591019,142.0,91169.23
House,Yucatán,21.0284038368,-89.6530058049,81.0,39524.23
APARTMENT,San Luis Potosí,22.1418,-101.027344,114.0,88270.78
House,San Luis Potosí,22.125832,-101.035118,197.0,147557.13
House,Sinaloa,24.754314,-107.402241,280.0,84298.37
House,Morelos,18.864874,-98.925911,120.0,51369.32
House,Querétaro,20.582091,-100.391196,300.0,237089.17
House,Morelos,18.8816687,-99.1632665,90.0,68245.17
House,Nuevo León,25.7815621,-100.1875974,108.0,35036.51
APARTMENT,Distrito Federal,19.440043,-99.176894,79.0,137017.34
APARTMENT,Distrito Federal,19.33923,-99.218987,83.0,147522.15
House,Veracruz de Ignacio de la Llave,19.119549,-96.107643,190.0,94331.17
APARTMENT,Yucatán,21.018724,-89.589836,60.0,47105.26
APARTMENT,Morelos,18.960824,-99.268107,92.0,57894.74
House,Jalisco,20.615292,-103.312843,230.0,131716.2
House,Quintana Roo,21.129547,-86.817017,275.0,173865.39
APARTMENT,San Luis Potosí,22.1352302,-101.0266343,140.0,73234.21
House,Distrito Federal,19.3845016369,-99.0904824436,115.0,81683.41
House,Chiapas,19.657836,-101.184317,260.0,68492.42
House,Morelos,18.922282,-99.04435,70.0,46469.47
House,Distrito Federal,19.411699,-99.166247,120.0,230874.8
House,Querétaro,20.646841,-100.376117,86.0,45310.37
House,Distrito Federal,19.433274,-99.210758,304.0,231478.95
House,Quintana Roo,20.65593,-87.05368,210.0,225024.63
APARTMENT,Distrito Federal,19.383952,-99.160229,100.0,174140.42
House,Veracruz de Ignacio de la Llave,19.1616453,-96.154687,290.0,147557.13
House,Sinaloa,24.8225157463,-107.4352383614,105.0,55847.67
House,Nuevo León,25.733049,-100.22847,200.0,69473.68
House,Morelos,18.858107,-99.200287,78.0,34246.21
House,Jalisco,20.616705,-103.413612,105.0,65789.47
House,Querétaro,20.614635,-100.416756,139.0,92105.26
House,Baja California,32.493049,-116.907481,76.0,41095.45
House,Baja California,32.589504,-115.363762,86.0,41578.95
APARTMENT,Distrito Federal,19.401507,-99.14682,65.0,91052.63
House,Tamaulipas,22.4107891,-97.9342897,176.0,60603.82
House,Guerrero,16.758724,-99.767563,142.0,100000.0
APARTMENT,Yucatán,21.0307114,-89.6181018,157.0,81630.71
House,Distrito Federal,19.475765,-99.145,270.0,131578.95
APARTMENT,Distrito Federal,23.634501,-102.552788,85.0,94835.67
House,Yucatán,20.9550515,-89.6793392,6000.0,41052.63
APARTMENT,Distrito Federal,19.400004,-99.16735,94.0,217911.29
House,Morelos,18.897581,-99.07093,306.0,208160.96
House,Distrito Federal,19.455385,-99.209835,216.0,84318.36
House,Veracruz de Ignacio de la Llave,19.517859,-96.891403,300.0,142253.5
APARTMENT,Puebla,19.011347,-98.246264,139.0,179134.04
House,Puebla,19.071239,-98.273949,240.0,126447.56
APARTMENT,Puebla,19.0527224248,-98.2346042991,75.0,81683.41
House,Veracruz de Ignacio de la Llave,25.502705,-103.408554,190.0,42969.88
House,Distrito Federal###,19.2790911,-99.2114234,117.0,142253.5
House,Chihuahua,28.678531,-106.040439,115.0,46890.97
House,Querétaro,20.619887,-100.392302,350.0,194736.84
House,Yucatán,21.037875,-89.648252,123.0,41095.45
House,Baja California,30.733356,-115.984407,200.0,89473.68
House,Querétaro,20.592563,-100.371039,271.0,179134.04
House,Veracruz de Ignacio de la Llave,19.142568,-96.125389,214.0,92728.21
House,Chihuahua,28.672886,-106.09304,250.0,63238.77
House,Yucatán,21.039522,-89.563911,178.0,60076.83
HOUSE,Estado de México,19.560181,-99.233528,150.0,3577.13
HOUSE,Nuevo León,25.6884355,-100.1988071,186.0,3327.57
